7;14;0,500000000000000000000
7;1606;0,500000000000000000000
46;7994;1,000000000000000000000
47;3292;1,000000000000000000000
48;1655;1,000000000000000000000
54;109;0,071428571428571428571
54;119;0,071428571428571428571
54;485;0,142857142857142857142
54;541;0,071428571428571428571
54;551;0,071428571428571428571
54;1663;0,071428571428571428571
54;2184;0,071428571428571428571
54;5149;0,142857142857142857142
54;5789;0,071428571428571428571
54;5790;0,071428571428571428571
54;7111;0,071428571428571428571
54;13721;0,071428571428571428571
65;240;0,166666666666666666666
65;695;0,166666666666666666666
65;3586;0,666666666666666666666
71;96;0,031250000000000000000
71;194;0,218750000000000000000
71;529;0,031250000000000000000
71;644;0,031250000000000000000
71;662;0,031250000000000000000
71;695;0,125000000000000000000
71;827;0,031250000000000000000
71;1143;0,062500000000000000000
71;1276;0,093750000000000000000
71;1316;0,062500000000000000000
71;1754;0,031250000000000000000
71;1948;0,062500000000000000000
71;2355;0,031250000000000000000
71;3116;0,031250000000000000000
71;3523;0,062500000000000000000
71;6634;0,031250000000000000000
71;7686;0,031250000000000000000
72;420;0,157894736842105263157
72;517;0,157894736842105263157
72;829;0,052631578947368421052
72;830;0,052631578947368421052
72;1946;0,157894736842105263157
72;2203;0,210526315789473684210
72;2364;0,052631578947368421052
72;3395;0,052631578947368421052
72;6627;0,105263157894736842105
77;528;1,000000000000000000000
80;219;0,103448275862068965517
80;224;0,034482758620689655172
80;502;0,068965517241379310344
80;531;0,034482758620689655172
80;668;0,137931034482758620689
80;718;0,034482758620689655172
80;876;0,068965517241379310344
80;894;0,034482758620689655172
80;1129;0,068965517241379310344
80;1248;0,034482758620689655172
80;1893;0,068965517241379310344
80;2516;0,103448275862068965517
80;2518;0,103448275862068965517
80;3443;0,034482758620689655172
80;3515;0,034482758620689655172
80;4173;0,034482758620689655172
83;1504;0,250000000000000000000
83;3417;0,250000000000000000000
83;5239;0,250000000000000000000
83;6635;0,250000000000000000000
90;695;0,250000000000000000000
90;6213;0,500000000000000000000
90;10649;0,250000000000000000000
96;237;0,125000000000000000000
96;249;0,041666666666666666666
96;261;0,041666666666666666666
96;845;0,125000000000000000000
