2;1264;0,500000000000000000000
2;2105;0,500000000000000000000
17;2239;0,500000000000000000000
17;2343;0,500000000000000000000
33;31;1,000000000000000000000
39;520;0,090909090909090909090
39;522;0,181818181818181818181
39;527;0,181818181818181818181
39;956;0,090909090909090909090
39;1080;0,090909090909090909090
39;1589;0,090909090909090909090
39;9721;0,090909090909090909090
39;9729;0,090909090909090909090
39;389498;0,090909090909090909090
48;2367;0,500000000000000000000
48;6234;0,500000000000000000000
57;1231;0,666666666666666666666
57;1948;0,333333333333333333333
65;475;0,200000000000000000000
65;1121;0,066666666666666666666
65;1286;0,200000000000000000000
65;1754;0,066666666666666666666
65;2064;0,200000000000000000000
65;2147;0,066666666666666666666
65;2779;0,066666666666666666666
65;259831;0,066666666666666666666
65;333184;0,066666666666666666666
71;695;0,500000000000000000000
71;3116;0,500000000000000000000
72;135;0,333333333333333333333
72;517;0,083333333333333333333
72;1117;0,083333333333333333333
72;1946;0,166666666666666666666
72;3395;0,083333333333333333333
72;18641;0,083333333333333333333
72;474028;0,166666666666666666666
74;498;0,055555555555555555555
74;628;0,055555555555555555555
74;689;0,055555555555555555555
74;978;0,111111111111111111111
74;995;0,055555555555555555555
74;2176;0,055555555555555555555
74;2388;0,111111111111111111111
74;3096;0,055555555555555555555
74;3753;0,111111111111111111111
74;5578;0,166666666666666666666
74;16527;0,055555555555555555555
74;17634;0,111111111111111111111
77;528;0,333333333333333333333
77;1122;0,666666666666666666666
80;502;0,428571428571428571428
80;531;0,428571428571428571428
80;668;0,142857142857142857142
83;1504;0,500000000000000000000
83;6635;0,500000000000000000000
90;911;0,250000000000000000000
90;3141;0,250000000000000000000
90;151009;0,500000000000000000000
96;122;0,027397260273972602739
96;237;0,013698630136986301369
96;247;0,013698630136986301369
96;248;0,013698630136986301369
96;249;0,082191780821917808219
96;250;0,013698630136986301369
96;261;0,041095890410958904109
96;1141;0,041095890410958904109
96;1154;0,027397260273972602739
96;1156;0,013698630136986301369
96;1364;0,041095890410958904109
96;1574;0,027397260273972602739
96;1946;0,013698630136986301369
96;2293;0,068493150684931506849
96;2461;0,095890410958904109589
96;3045;0,082191780821917808219
96;3219;0,041095890410958904109
96;3449;0,013698630136986301369
96;3753;0,191780821917808219178
96;3857;0,068493150684931506849
96;5578;0,013698630136986301369
96;12816;0,027397260273972602739
96;12817;0,027397260273972602739
99;3618;0,500000000000000000000
99;6262;0,500000000000000000000
100;4512;1,000000000000000000000
101;827;0,166666666666666666666
101;4080;0,166666666666666666666
101;4117;0,333333333333333333333
101;4507;0,166666666666666666666
101;7160;0,166666666666666666666
104;172;0,500000000000000000000
104;1498;0,500000000000000000000
115;135;0,023255813953488372093
115;1855;0,023255813953488372093
115;1949;0,023255813953488372093
115;2450;0,023255813953488372093
115;4269;0,023255813953488372093
115;6468;0,232558139534883720930
115;8818;0,023255813953488372093
115;13886;0,023255813953488372093
115;335189;0,116279069767441860465
115;343358;0,325581395348837209302
115;383630;0,139534883720930232558
115;484680;0,023255813953488372093
119;54;0,090909090909090909090
119;208;0,090909090909090909090
119;596;0,181818181818181818181
119;1254;0,090909090909090909090
119;2310;0,090909090909090909090
119;3105;0,090909090909090909090
119;7716;0,181818181818181818181
119;9226;0,090909090909090909090
119;18641;0,090909090909090909090
120;805;0,500000000000000000000
120;1879;0,500000000000000000000
127;1946;0,125000000000000000000
127;2825;0,125000000000000000000
127;2826;0,250000000000000000000
127;3748;0,125000000000000000000
127;5438;0,125000000000000000000
127;5445;0,125000000000000000000
127;423622;0,125000000000000000000
132;550;1,000000000000000000000
135;13;0,027027027027027027027
135;72;0,081081081081081081081
135;194;0,081081081081081081081
135;276;0,027027027027027027027
